T_K,species,composition_ref,source,anchor_class,log10P_anchor,log10P_model,residual,status,model_side,note
2500.0,Mg,SF04-tho,Schaefer2004-MAGMA-valid.xlsx sheet=tho,model_model_MAGMA,-5.14254,-4.54092,0.60162,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2500.0,O2,SF04-tho,Schaefer2004-MAGMA-valid.xlsx sheet=tho,model_model_MAGMA,-2.63407,-2.63405,1.43221e-05,pass,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2500.0,SiO2,SF04-tho,Schaefer2004-MAGMA-valid.xlsx sheet=tho,model_model_MAGMA,-4.26041,-3.97237,0.288042,pass,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1500.0,Na,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-6.34512,-6.55399,-0.208864,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1500.0,K,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-7.3515,-7.27159,0.079912,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1500.0,SiO,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-12.3688,-11.4919,0.876879,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1500.0,Fe,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-10.3616,-9.86814,0.493456,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1500.0,FeO,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-10.274,-9.99793,0.276058,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1500.0,Mg,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-12.1659,-12.0508,0.115194,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1500.0,O2,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-6.90879,-6.90877,2.03693e-05,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1500.0,SiO2,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-12.2596,-12.1273,0.132314,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1625.0,Na,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-5.46731,-5.64275,-0.175447,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1625.0,K,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-6.44752,-6.31853,0.128995,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1625.0,SiO,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-10.7593,-9.83963,0.919637,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1625.0,Fe,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-9.12366,-8.59515,0.528506,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1625.0,FeO,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-9.09698,-8.74067,0.356305,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1625.0,Mg,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-10.7196,-10.5269,0.192704,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1625.0,O2,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-6.03034,-6.03042,-8.91846e-05,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1625.0,SiO2,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-10.8101,-10.5701,0.239987,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1750.0,Na,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-4.71308,-4.8672,-0.154125,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1750.0,K,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-5.68737,-5.5074,0.179969,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1750.0,SiO,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-9.36408,-8.43068,0.9334,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1750.0,Fe,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-8.06404,-7.51492,0.549111,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1750.0,FeO,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-8.08991,-7.67506,0.414858,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1750.0,Mg,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-9.48725,-9.23653,0.250721,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1750.0,O2,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-5.27804,-5.27792,0.000124159,pass,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1750.0,SiO2,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-9.55244,-9.24137,0.31107,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1875.0,Na,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-4.05843,-4.19947,-0.141033,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1875.0,K,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-5.0402,-4.81223,0.227963,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1875.0,SiO,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-8.14221,-7.21516,0.927052,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1875.0,Fe,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-7.14714,-6.5874,0.559731,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1875.0,FeO,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-7.21925,-6.76191,0.457338,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1875.0,Mg,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-8.42598,-8.13117,0.294806,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1875.0,O2,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-4.62742,-4.62742,3.8512e-06,pass,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1875.0,SiO2,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-8.45044,-8.09489,0.355551,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1900.0,Na,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-3.93785,-4.07694,-0.139089,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1900.0,K,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-4.92217,-4.68416,0.238013,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1900.0,SiO,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-7.91574,-6.99183,0.923908,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1900.0,Fe,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-6.9784,-6.41747,0.560932,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1900.0,FeO,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-7.05916,-6.59486,0.464301,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1900.0,Mg,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-8.23121,-7.92897,0.302244,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1900.0,O2,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-4.50784,-4.50786,-2.70994e-05,pass,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1900.0,SiO2,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-8.24618,-7.88427,0.36191,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2000.0,Na,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-3.48602,-3.61881,-0.13279,pass,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2000.0,K,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-4.48284,-4.20533,0.277513,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2000.0,SiO,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-7.06227,-6.15594,0.90634,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2000.0,Fe,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-6.34612,-5.78286,0.563264,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2000.0,FeO,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-6.45989,-5.97195,0.487941,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2000.0,Mg,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-7.50284,-7.17484,0.327992,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2000.0,O2,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-4.06053,-4.06062,-8.22248e-05,pass,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2000.0,SiO2,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-7.47659,-7.09614,0.380448,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2100.0,Na,SF04-aba,Schaefer2004-MAGMA-valid.xlsx (no printed cell at this T),model_model_MAGMA,,-3.20623,,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,No MAGMA printed T cell — not used as published-table anchor
2100.0,K,SF04-aba,Schaefer2004-MAGMA-valid.xlsx (no printed cell at this T),model_model_MAGMA,,-3.77411,,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,No MAGMA printed T cell — not used as published-table anchor
2100.0,SiO,SF04-aba,Schaefer2004-MAGMA-valid.xlsx (no printed cell at this T),model_model_MAGMA,,-5.40183,,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,No MAGMA printed T cell — not used as published-table anchor
2100.0,Fe,SF04-aba,Schaefer2004-MAGMA-valid.xlsx (no printed cell at this T),model_model_MAGMA,,-5.21237,,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,No MAGMA printed T cell — not used as published-table anchor
2100.0,FeO,SF04-aba,Schaefer2004-MAGMA-valid.xlsx (no printed cell at this T),model_model_MAGMA,,-5.4135,,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,No MAGMA printed T cell — not used as published-table anchor
2100.0,Mg,SF04-aba,Schaefer2004-MAGMA-valid.xlsx (no printed cell at this T),model_model_MAGMA,,-6.49844,,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,No MAGMA printed T cell — not used as published-table anchor
2100.0,O2,SF04-aba,Schaefer2004-MAGMA-valid.xlsx (no printed cell at this T),model_model_MAGMA,,-3.65789,,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,No MAGMA printed T cell — not used as published-table anchor
2100.0,SiO2,SF04-aba,Schaefer2004-MAGMA-valid.xlsx (no printed cell at this T),model_model_MAGMA,,-6.38559,,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,No MAGMA printed T cell — not used as published-table anchor
2125.0,Na,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-2.98248,-3.10942,-0.126941,pass,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2125.0,K,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-3.99767,-3.67293,0.324742,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2125.0,SiO,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-6.10016,-5.22468,0.875478,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2125.0,Fe,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-5.64026,-5.07865,0.561614,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2125.0,FeO,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-5.79236,-5.28287,0.509493,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2125.0,Mg,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-6.69232,-6.34014,0.352181,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2125.0,O2,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-3.56349,-3.56347,1.86647e-05,pass,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2125.0,SiO2,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-6.60966,-6.21877,0.390893,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2200.0,Na,SF04-aba,Schaefer2004-MAGMA-valid.xlsx (no printed cell at this T),model_model_MAGMA,,-2.83278,,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,No MAGMA printed T cell — not used as published-table anchor
2200.0,K,SF04-aba,Schaefer2004-MAGMA-valid.xlsx (no printed cell at this T),model_model_MAGMA,,-3.3838,,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,No MAGMA printed T cell — not used as published-table anchor
2200.0,SiO,SF04-aba,Schaefer2004-MAGMA-valid.xlsx (no printed cell at this T),model_model_MAGMA,,-4.71803,,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,No MAGMA printed T cell — not used as published-table anchor
2200.0,Fe,SF04-aba,Schaefer2004-MAGMA-valid.xlsx (no printed cell at this T),model_model_MAGMA,,-4.69684,,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,No MAGMA printed T cell — not used as published-table anchor
2200.0,FeO,SF04-aba,Schaefer2004-MAGMA-valid.xlsx (no printed cell at this T),model_model_MAGMA,,-4.91048,,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,No MAGMA printed T cell — not used as published-table anchor
2200.0,Mg,SF04-aba,Schaefer2004-MAGMA-valid.xlsx (no printed cell at this T),model_model_MAGMA,,-5.88868,,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,No MAGMA printed T cell — not used as published-table anchor
2200.0,O2,SF04-aba,Schaefer2004-MAGMA-valid.xlsx (no printed cell at this T),model_model_MAGMA,,-3.29393,,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,No MAGMA printed T cell — not used as published-table anchor
2200.0,SiO2,SF04-aba,Schaefer2004-MAGMA-valid.xlsx (no printed cell at this T),model_model_MAGMA,,-5.74189,,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,No MAGMA printed T cell — not used as published-table anchor
2250.0,Na,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-2.5371,-2.65906,-0.121955,pass,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2250.0,K,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-3.57121,-3.20223,0.368977,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2250.0,SiO,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-5.23724,-4.3995,0.837741,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2250.0,Fe,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-5.01339,-4.4573,0.556093,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2250.0,FeO,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-5.20123,-4.67738,0.523851,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2250.0,Mg,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-5.97469,-5.60589,0.3688,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2250.0,O2,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-3.125,-3.12491,8.61462e-05,pass,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2250.0,SiO2,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-5.83301,-5.4423,0.390708,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2500.0,Na,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-1.7876,-1.89978,-0.112182,pass,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2500.0,K,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-2.8557,-2.40863,0.447069,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2500.0,SiO,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-3.75403,-3.00368,0.750355,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2500.0,Fe,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-3.94916,-3.41291,0.536249,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2500.0,FeO,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-4.20123,-3.66552,0.535714,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2500.0,Mg,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-4.7606,-4.37756,0.383043,pass,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2500.0,O2,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-2.38654,-2.38653,1.74988e-05,pass,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2500.0,SiO2,SF04-aba,Schaefer2004-MAGMA-valid.xlsx sheet=aba,model_model_MAGMA,-4.49994,-4.13081,0.36913,pass,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1500.0,Na,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-6.82636,-6.81405,0.0123162,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
