T_K,species,composition_ref,source,anchor_class,log10P_anchor,log10P_model,residual,status,model_side,note
1500.0,K,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-8.04397,-7.85479,0.189188,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1500.0,SiO,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-12.1841,-11.1096,1.07449,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1500.0,Fe,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-10.0924,-9.72048,0.371946,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1500.0,FeO,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-10.2538,-10.0993,0.154552,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1500.0,Mg,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-11.6144,-11.5844,0.0299382,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1500.0,O2,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-7.40684,-7.40682,2.72325e-05,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1500.0,SiO2,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-12.3239,-11.994,0.329931,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1625.0,Na,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-5.94171,-5.90253,0.0391787,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1625.0,K,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-7.13768,-6.90698,0.230693,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1625.0,SiO,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-10.585,-9.47205,1.11299,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1625.0,Fe,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-8.86861,-8.43483,0.433784,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1625.0,FeO,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-9.08857,-8.827,0.261569,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1625.0,Mg,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-10.1506,-10.059,0.0915779,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1625.0,O2,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-6.52361,-6.52372,-0.000118174,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1625.0,SiO2,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-10.8825,-10.4492,0.433327,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1750.0,Na,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-5.17614,-5.12815,0.0479931,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1750.0,K,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-6.37371,-6.10178,0.271929,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1750.0,SiO,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-9.2022,-8.07858,1.12362,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1750.0,Fe,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-7.82468,-7.34657,0.478114,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1750.0,FeO,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-8.09237,-7.74849,0.343879,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1750.0,Mg,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-8.9041,-8.7701,0.133997,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1750.0,O2,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-5.76165,-5.76149,0.00016089,pass,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1750.0,SiO2,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-9.63237,-9.13106,0.501308,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1875.0,Na,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-4.50724,-4.46258,0.0446567,pass,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1875.0,K,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-5.72164,-5.41289,0.308749,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1875.0,SiO,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-7.99319,-6.87877,1.11442,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1875.0,Fe,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-6.92418,-6.41439,0.509791,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1875.0,FeO,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-7.23157,-6.82416,0.407401,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1875.0,Mg,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-7.83135,-7.66833,0.163023,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1875.0,O2,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-5.09797,-5.09796,1.08763e-05,pass,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1875.0,SiO2,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-8.5367,-7.99378,0.542921,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1900.0,Na,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-4.38361,-4.34056,0.0430551,pass,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1900.0,K,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-5.60255,-5.28609,0.316462,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1900.0,SiO,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-7.76926,-6.65856,1.1107,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1900.0,Fe,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-6.75873,-6.24382,0.514906,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1900.0,FeO,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-7.07333,-6.65506,0.418272,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1900.0,Mg,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-7.63454,-7.46701,0.167533,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1900.0,O2,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-4.97552,-4.97556,-3.19571e-05,pass,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1900.0,SiO2,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-8.33355,-7.78485,0.548699,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2000.0,Na,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-3.91958,-3.88464,0.0349483,pass,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2000.0,K,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-5.15884,-4.8123,0.346536,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2000.0,SiO,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-6.92567,-5.83493,1.09074,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2000.0,Fe,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-6.13936,-5.6074,0.531958,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2000.0,FeO,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-6.48104,-6.02443,0.456618,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2000.0,Mg,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-6.89868,-6.71677,0.181911,pass,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2000.0,O2,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-4.51637,-4.51649,-0.000115511,pass,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2000.0,SiO2,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-7.56791,-7.00308,0.564834,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2100.0,Na,SF04-kom,Schaefer2004-MAGMA-valid.xlsx (no printed cell at this T),model_model_MAGMA,,-3.47438,,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,No MAGMA printed T cell — not used as published-table anchor
2100.0,K,SF04-kom,Schaefer2004-MAGMA-valid.xlsx (no printed cell at this T),model_model_MAGMA,,-4.38598,,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,No MAGMA printed T cell — not used as published-table anchor
2100.0,SiO,SF04-kom,Schaefer2004-MAGMA-valid.xlsx (no printed cell at this T),model_model_MAGMA,,-5.09259,,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,No MAGMA printed T cell — not used as published-table anchor
2100.0,Fe,SF04-kom,Schaefer2004-MAGMA-valid.xlsx (no printed cell at this T),model_model_MAGMA,,-5.03595,,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,No MAGMA printed T cell — not used as published-table anchor
2100.0,FeO,SF04-kom,Schaefer2004-MAGMA-valid.xlsx (no printed cell at this T),model_model_MAGMA,,-5.459,,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,No MAGMA printed T cell — not used as published-table anchor
2100.0,Mg,SF04-kom,Schaefer2004-MAGMA-valid.xlsx (no printed cell at this T),model_model_MAGMA,,-6.04455,,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,No MAGMA printed T cell — not used as published-table anchor
2100.0,O2,SF04-kom,Schaefer2004-MAGMA-valid.xlsx (no printed cell at this T),model_model_MAGMA,,-4.10172,,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,No MAGMA printed T cell — not used as published-table anchor
2100.0,SiO2,SF04-kom,Schaefer2004-MAGMA-valid.xlsx (no printed cell at this T),model_model_MAGMA,,-6.29827,,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,No MAGMA printed T cell — not used as published-table anchor
2125.0,Na,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-3.40164,-3.37816,0.0234833,pass,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2125.0,K,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-4.66837,-4.286,0.382368,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2125.0,SiO,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-5.97498,-4.9183,1.05668,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2125.0,Fe,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-5.44878,-4.90209,0.54669,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2125.0,FeO,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-5.82129,-5.32672,0.494569,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2125.0,Mg,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-6.08013,-5.88732,0.192809,pass,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2125.0,O2,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-4.00432,-4.0043,1.85701e-05,pass,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2125.0,SiO2,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-6.7049,-6.1328,0.572097,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2200.0,Na,SF04-kom,Schaefer2004-MAGMA-valid.xlsx (no printed cell at this T),model_model_MAGMA,,-3.10329,,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,No MAGMA printed T cell — not used as published-table anchor
2200.0,K,SF04-kom,Schaefer2004-MAGMA-valid.xlsx (no printed cell at this T),model_model_MAGMA,,-4.00037,,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,No MAGMA printed T cell — not used as published-table anchor
2200.0,SiO,SF04-kom,Schaefer2004-MAGMA-valid.xlsx (no printed cell at this T),model_model_MAGMA,,-4.41998,,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,No MAGMA printed T cell — not used as published-table anchor
2200.0,Fe,SF04-kom,Schaefer2004-MAGMA-valid.xlsx (no printed cell at this T),model_model_MAGMA,,-4.52003,,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,No MAGMA printed T cell — not used as published-table anchor
2200.0,FeO,SF04-kom,Schaefer2004-MAGMA-valid.xlsx (no printed cell at this T),model_model_MAGMA,,-4.94963,,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,No MAGMA printed T cell — not used as published-table anchor
2200.0,Mg,SF04-kom,Schaefer2004-MAGMA-valid.xlsx (no printed cell at this T),model_model_MAGMA,,-5.43909,,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,No MAGMA printed T cell — not used as published-table anchor
2200.0,O2,SF04-kom,Schaefer2004-MAGMA-valid.xlsx (no printed cell at this T),model_model_MAGMA,,-3.72583,,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,No MAGMA printed T cell — not used as published-table anchor
2200.0,SiO2,SF04-kom,Schaefer2004-MAGMA-valid.xlsx (no printed cell at this T),model_model_MAGMA,,-5.6598,,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,No MAGMA printed T cell — not used as published-table anchor
2250.0,Na,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-2.94406,-2.93076,0.0132996,pass,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2250.0,K,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-4.23749,-3.82109,0.416395,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2250.0,SiO,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-5.1224,-4.10685,1.01554,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2250.0,Fe,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-4.83601,-4.2805,0.555518,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2250.0,FeO,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-5.23686,-4.71356,0.523296,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2250.0,Mg,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-5.3559,-5.15848,0.197417,pass,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2250.0,O2,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-3.55102,-3.55089,0.000125838,pass,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2250.0,SiO2,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-5.93117,-5.36264,0.56853,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2500.0,Na,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-2.17982,-2.17838,0.001444,pass,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2500.0,K,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-3.51834,-3.03919,0.479149,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2500.0,SiO,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-3.65898,-2.73809,0.920891,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2500.0,Fe,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-3.7986,-3.2394,0.559197,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2500.0,FeO,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-4.24733,-3.68867,0.558665,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2500.0,Mg,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-4.13506,-3.94306,0.192003,pass,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2500.0,O2,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-2.77987,-2.77984,2.45456e-05,pass,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
2500.0,SiO2,SF04-kom,Schaefer2004-MAGMA-valid.xlsx sheet=kom,model_model_MAGMA,-4.60155,-4.06188,0.53967,fail,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1500.0,Na,SF04-dun,Schaefer2004-MAGMA-valid.xlsx sheet=dun,model_model_MAGMA,-6.1348,-6.56714,-0.432342,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1500.0,K,SF04-dun,Schaefer2004-MAGMA-valid.xlsx sheet=dun,model_model_MAGMA,-6.69929,-6.42538,0.273913,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1500.0,SiO,SF04-dun,Schaefer2004-MAGMA-valid.xlsx sheet=dun,model_model_MAGMA,-13.1341,-12.1887,0.945381,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1500.0,Fe,SF04-dun,Schaefer2004-MAGMA-valid.xlsx sheet=dun,model_model_MAGMA,-10.3265,-10.018,0.308446,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
1500.0,FeO,SF04-dun,Schaefer2004-MAGMA-valid.xlsx sheet=dun,model_model_MAGMA,-10.1014,-10.0104,0.0910579,ungateable,live_VapoRock_JANAF_fO2=MAGMA_O2,MAGMA-native printed grid cell; k=5 model-model; fO2 pinned to MAGMA O2(g) polyfit (SF04 notebook protocol)
